parola,definizione,sillabe,lemma,pronuncia,grammatica,locuzioni,url
kidnapping,"['VOCE INGLESE  --  rapimento a scopo di estorsione, specialmente di un bambino']","['kid', 'nap', 'ping']",kidnapping, /kidˈnɛpping/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kidnapping100
kiefer,"['SPORT VOCE INGLESE  --   nel nuoto, lo stesso che capovolta']","['kie', 'fer']",kiefer, /ˈkifer/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kiefer100
kieserite,"['MINERALOGIA  --  minerale raro costituito da solfato di magnesio idrato, che cristallizza nel sistema monoclino e che si rinviene in aggregati cristallini di colore grigiastro o giallastro nei residui di depositi salini']","['kie', 'se', 'ri', 'te']",kieserìte, /kizeˈrite/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kieserite100
kievita,"['di Kiev', 'nativo o abitante di Kiev']","['kie', 'vi', 'ta']",kievìta, /kieˈvita/,"['aggettivo', 'sostantivo maschile e femminile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kievita100
killer,"['VOCE INGLESE  --  assassino che uccide su commissione, sicario', 'VOCE INGLESE  --  chi persegue i propri scopi senza scrupoli cercando di eliminare o neutralizzare gli avversari, soprattutto con calunnie', 'VOCE INGLESE  --  micidiale, mortale, che uccide, che può provocare la morte sostanza killer | squalo killer | zanzara killer | cellule killer']","['kil', 'ler']",killer, /ˈkiller/,"['sostantivo maschile', 'sostantivo maschile e femminile', 'aggettivo']","['linfociti killer o cellule killer', 'killer boat o killer ship', 'serial killer', 'submarine killer', 'serial killer', 'satellite killer', 'alga assassina o alga killer']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=killer100
killeraggio,"['RARO  --  assassinio compiuto da un killer', ""POLITICA PER ESTENSIONE  --   linciaggio morale o politico sui mezzi di comunicazione di massa, con calunnie sistematiche per screditare l'avversario""]","['kil', 'le', 'rag', 'gio']",killeràggio, /killeˈradʤo/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=killeraggio100
kilo,"['accorciativo di chilogrammo', 'variante grafica di chilo-']","['ki', 'lo']",kìlo, /ˈkilo/,"['sostantivo maschile', 'prefisso']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kilo100
kiloton,['METROLOGIA  --  variante grafica di chiloton'],"['ki', 'lo', 'ton']",kìloton, /ˈkiloton/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kiloton100
kilt,"['ABBIGLIAMENTO VOCE INGLESE  --   gonnellino maschile in tartan tipico del costume tradizionale scozzese', 'ABBIGLIAMENTO PER ESTENSIONE VOCE INGLESE  --    gonna femminile, specialmente a pieghe, in tessuto scozzese, generalmente chiusa sul davanti da uno spillone']",['kilt'],kilt, /ˈkilt/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kilt100
kimberlite,"['PETROGRAFIA  --  roccia eruttiva della famiglia delle peridotiti, composta da olivina, pirosseni e anfiboli, con molti minerali accessorî, fra cui il diamante che in Sud Africa costituisce di cui costituisce la roccia madre degli imbuti vulcanici']","['kim', 'ber', 'li', 'te']",kimberlìte, /kimberˈlite/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kimberlite100
kimono,['ABBIGLIAMENTO VOCE GIAPPONESE  --   variante grafica di chimono'],"['ki', 'mo', 'no']",kimòno, /kiˈmɔno/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kimono100
kin,"['MUSICA VOCE CINESE  --   antico strumento musicale cinese a corde pizzicate, con la tavola armonica trapezoidale laccata']",['kin'],kin, /ˈʧin/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kin100
kindergarten,"[""VOCE TEDESCA  --  asilo infantile, giardino d'infanzia, scuola materna""]","['kin', 'der', 'gar', 'ten']",kindergarten, /kinderˈgarten/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kindergarten100
kinderheim,"['VOCE TEDESCA  --  soggiorno di vacanze, colonia per bambini']","['kin', 'der', 'heim']",kinderheim, /ˈkinderajm/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kinderheim100
kinesiterapia,['MEDICINA  --  variante grafica di chinesiterapia'],"['ki', 'ne', 'si', 'te', 'ra', 'pi', 'a']",kinesiterapìa," /ki,nɛziteraˈpia/",['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kinesiterapia100
king,"['GIOCHI VOCE FRANCESE  --   nelle carte da gioco francesi, re; simbolo K', 'GIOCHI VOCE FRANCESE  --   gioco di carte di origine anglosassone, simile al bridge, che si svolge fra quattro giocatori con un mazzo di carte francesi Nome di un moderno', 'MUSICA VOCE CINESE  --   strumento musicale cinese simile a uno xilofono con due serie di piastrelle di pietra', 'FILOSOFIA VOCE CINESE  --   nome di un testo canonico della tradizione filosofica cinese ad uso divinatorio, che si interpreta con il lancio ripetuto di tre monete interpretare i king']",['king'],king, /ˈking/,"['sostantivo maschile', 'sostantivo maschile plurale']","['king size', 'porzione king size', 'sigarette king size']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=king100
kino,"[""CHIMICA  --  sostanza gommosa ricca di tannino estratta da alcune specie di piante del genere Pterocarpus della famiglia delle Papilionacee, usata in medicina per l'alto potere tonico e astringente e in tintoria per le sue proprietà concianti e coloranti""]","['ki', 'no']",kìno, /ˈkino/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kino100
kippur,"['RELIGIONE VOCE EBRAICA  --   propriamente espiazione, solennità religiosa ebraica durante la quale bisogna osservare il digiuno e confessare i propri peccati; la solennità dura un giorno e cade il 10 del mese ebraico del Tishri, tra settembre e ottobre del calendario gregoriano']","['kip', 'pur']",kippùr, /kipˈpur/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kippur100
kirman,"[""ARREDAMENTO VOCE PERSIANA  --   pregiato tappeto persiano di lana di capra con la superficie lucida e complesse raffigurazioni di leoni, tigri, serpenti, alberi fioriti, con al centro un medaglione polilobato, prodotto nella città e provincia omonima, nell'Iran sudorientale""]","['kir', 'man']",kìrman, /ˈkirman/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kirman100
kirsch,"[""VOCE TEDESCA  --  acquavite ottenuta dalla distillazione di ciliegie selvatiche schiacciate e fermentate, tipica dell'Europa centrale, nota anche con il nome tedesco Kirschwasser""]",['kirsch'],kirsch, /ˈkirʃ/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kirsch100
kismet,['RELIGIONE VOCE TURCA  --   la sorte destinata a ciascun uomo nel destino stabilito da Dio'],"['kis', 'met']",kismet, /kisˈmɛt/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kismet100
kit,"['VOCE INGLESE  --  insieme di materiali, attrezzature e parti smontate da assemblare per costruire un oggetto completo il kit del modellino della nave | mobili in kit | il kit di una vettura ferroviaria | il kit di una barca', ""VOCE INGLESE  --  confezione che contiene tutto l'occorrente per una determinata funzione o per un determinato scopo kit da trucco | kit di pronto soccorso | kit per la manicure | il kit dell'elettricista"", 'FOTOGRAFIA VOCE INGLESE  --   complesso costituito da macchina fotografica, uno o più obbiettivi e altri accessori', ""VOCE INGLESE BIOLOGIA  --   l'insieme del materiale tecnico e dei reagenti usati in una titolazione biologica kit per il dosaggio della transaminasi""]",['kit'],kit, /ˈkit/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kit100
kitsch,"['VOCE TEDESCA  --  di cattivo gusto, dozzinale, pacchiano; che si comporta o si veste in modo eccentrico e vistoso spettacolo kitsch | abito kitsch | quadro kitsch | arredamento kitsch | un pittore kitsch | una tela kitsch', ""VOCE TEDESCA  --  l'arte di massa, opera artistica o oggetto pacchiano, di cattivo gusto, solitamente destinati al grosso pubblico; anche l'oggetto dozzinale stesso"", ""VOCE TEDESCA  --  tendenza del gusto portato all'estremo, che predilige oggetti eccentrici, pacchiani, eccessivamente adorni, di forma stravagante, imitazioni dozzinali di opere d'arte ecc. il kitsch di alcune mode | è un esempio di kitsch""]",['kitsch'],kitsch, /ˈkiʧ/,"['aggettivo', 'sostantivo maschile']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kitsch100
kivi,"['ORNITOLOGIA  --  variante grafica di kiwi', 'BOTANICA  --  variante grafica di kiwi']","['ki', 'vi']",kìvi, /ˈkivi/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kivi100
kiwi,"[""ORNITOLOGIA  --  nome comune di alcuni uccelli della Nuova Zelanda del genere Atterige, dell'ordine degli Apterigiformi, piuttosto grossi, con corpo tozzo privo di coda, becco lunghissimo e sottile, ali atrofiche inetti al volo, penne molli e cascanti che sembrano pelli piuttosto che piume, zampe forti atte a correre velocemente, ora in via di estinzione; se ne conoscono due specie, il kiwi striato (Apteryx australis) e il kiwi maculato (Apeteryx owenii)"", ""BOTANICA  --  frutto commestibile, carnoso ricco di vitamine, dalla polpa verde e la buccia marrone coperta da una sottile peluria, prodotto dall'arbusto omonimo, del genere Actinidia, originario della Cina arrivato in Europa attraverso la Nuova Zelanda; di alto valore nutritivo e alto contenuto di vitamina C"", 'BOTANICA  --  pianta da frutto (Actinidia chinensis), originaria della Cina giunta in Europa attraverso la Nuova Zelanda, largamente coltivata per i suoi frutti, indicati con lo stesso nome']","['ki', 'wi']",kiwi, /ˈkiwi/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kiwi100
kleenex,['fazzoletto di carta'],"['klee', 'nex']",kleenex, /ˈklineks/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kleenex100
klein,['Solo alcune locuzioni'],['klein'],Klein, /ˈklain/,[' '],['otre o bottiglia di Klein'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=klein100
kleksografia,"[""ARTI GRAFICHE  --  tecnica di disegno consistente nel ripiegare più volte su se stesso un foglio macchiato con una goccia d'inchiostro; il disegno che ne deriva""]","['klek', 'so', 'gra', 'fi', 'a']",kleksografìa, /kleksograˈfia/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kleksografia100
klimax,['variante grafica di climax'],"['kli', 'max']",klìmax, /ˈklimaks/,['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=klimax100
klystron,['ELETTRONICA  --  tubo termoelettronico usato come amplificatore e generatore di oscillazioni ad altissima frequenza'],"['kly', 'stron']",klystron, /ˈklajstron/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=klystron100
knockdown,"[""SPORT VOCE INGLESE  --   nel pugilato, l'atterramento di un pugile che tuttavia riesce a rialzarsi entro i dieci secondi previsti dal regolamento; anche il colpo che causa il knock-down; si abbrevia k.d. subire un knock-down; anche in funzione avverbiale finire knock-down | mettere knock down l'avversario; e, più raramente, anche in funzione appositiva pugile knock-down""]",['knockdown'],knock–down," /,nɔkˈdawn/",['aggettivo e sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=knockdown100
knockout,"[""SPORT VOCE INGLESE  --   nel pugilato, l'atterramento di un pugile senza che questi riesca a rialzarsi entro i dieci secondi previsti dal regolamento; anche il colpo che causa il knock-out; si abbrevia k.o., ko o kappao subire un knock-out; anche in funzione avverbiale finire knock-out | mettere knock-out l'avversario | mandare qualcuno knock-out; e, più raramente, anche in funzione appositiva il pugile knock-out è stato rifocillato dai secondi"", 'FIGURATO VOCE INGLESE  --   chi è a terra, sia perché avvilito moralmente o perché spossato fisicamente stasera sono knock-out', ""FIGURATO VOCE INGLESE  --   sconfitta grave, definitiva; il mettere o l'essere messo nell'impossibilità di reagire questa lite mi ha lasciato knock-out""]",['knockout'],knock–out, /noˈkawt/,['aggettivo e sostantivo maschile'],['knock-out tecnico o KO tecnico'],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=knockout100
know-how,"[""VOCE INGLESE  --  insieme di conoscenze e di esperienze tecniche necessarie per il corretto impiego di tecnologie, macchinari, impianti o per lo svolgimento in modo ottimale un'attività, una professione, ecc."", ""PER ESTENSIONE VOCE INGLESE  --   abilità professionale specifica, cognizioni e esperienza per svolgere una mansione specialistica o un'attività""]",['know-how'],know–how," /,nowˈaw/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=know-how100
knut,"['VOCE RUSSA  --  antico strumento di tortura e di punizione, costituito da uno staffile fatto con strisce di cuoio intrecciate che terminano con ganci o punte metalliche; è tipico dei Cosacchi']",['knut'],knut, /ˈknut/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=knut100
ko,['abbreviazione usuale della locuzione inglese knock out'],['ko'],"ko, k.o."," /,kappaˈɔ/",['abbreviazione'],"['battere per k. o.', 'knock-out tecnico o KO tecnico']",https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ko100
koala,"[""ZOOLOGIA  --  mammifero marsupiale australiano (Phascolartus cinereus), della famiglia dei Falangeridi, dall'aspetto di un orsacchiotto, con grandi orecchie arrotondate, naso schiacciato, soffice pelliccia grigiastra; di abitudini notturne e ottimo arrampicatore grazie ai suoi piedi prensili, vive sugli alberi e si nutre quasi esclusivamente di foglie di eucalipto""]","['ko', 'a', 'la']",koàla, /koˈala/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=koala100
kodiak,"[""ZOOLOGIA  --  sottospecie dell'orso bruno (Ursus arctos middlendorffi) di dimensioni particolarmente grandi, diffusa in Alaska; si ciba di vegetali e di piccoli animali, ma soprattutto di salmoni quando questi risalgono la corrente dei corsi d'acqua per riprodursi""]","['ko', 'diak']",kòdiak, /ˈkɔdjak/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kodiak100
koilon,"[""STORIA  --  nell'antico teatro greco, l'insieme delle gradinate disposte a semicerchio dove sedevano gli spettatori; corrisponde alla cavea del teatro romano""]","['koi', 'lon']",kòilon, /ˈkɔjlon/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=koilon100
koine,"[""STORIA  --  la lingua comune dell'antica Grecia, basata sul dialetto attico, che si diffuse come lingua veicolare a partire dal IV secolo a.C. anche tra i popoli ellenizzati del Mediterraneo centrorientale"", 'PER ESTENSIONE  --  lingua comune con caratteri uniformi, normalizzati, che si diffonde in un territorio sovrapponendosi alle parlate locali con le quali è mutualmente comprensibile', 'FIGURATO  --  affinità, comunanza, specialmente di natura culturale o spirituale, convergenza di situazioni storico-culturali tra popoli diversi koinè religiosa; koinè culturale']","['koi', 'ne']",koinè, /kojˈnɛ/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=koine100
kolchosiano,['STORIA  --  variante grafica di kolchoziano'],"['kol', 'cho', 'sia', 'no']",kolchosiàno, /kolkoˈzjano/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kolchosiano100
kolchoz,"[""STORIA VOCE RUSSA  --   nell'Unione Sovietica, azienda agricola a gestione collettiva di tipo cooperativo; si differenziava in ciò dal sovchoz, che era un'azienda agraria di stato""]","['kol', 'choz']",kolchoz, /ˈkɔlkos/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kolchoz100
kolossal,"['CINEMA VOCE TEDESCA  --   film o altro spettacolo, specialmente di lunga durata, realizzato con cospicuo impiego di mezzi, messe in scena imponenti, movimenti di masse e un eccezionale cast di attori di primo piano; è un kolossal americano; anche in funzione appositiva uno spettacolo kolossal']","['ko', 'los', 'sal']",kolossal," /koˈlɔssal/, /ˈkɔlossal/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kolossal100
kombinat,"[""STORIA VOCE RUSSA  --   nell'Unione Sovietica, complesso industriale formato da un insieme di imprese, stanziate nella stessa regione, complementari fra loro per la produzione in un settore specifico""]","['kom', 'bi', 'nat']",kombinat, /kombiˈnat/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kombinat100
kommandantur,"[""VOCE TEDESCA  --  nell'esercito tedesco, comando superiore di una piazza militare; la sede di tale comando""]","['kom', 'man', 'dan', 'tur']",Kommandantur, /kommanˈdantur/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kommandantur100
kookaburra,"[""ORNITOLOGIA  --  nome dato in Australia dagli indigeni agli uccelli del genere Dacelide, della famiglia degli Alcedinidi, specialmente al Dacelo novaeguineae e al Dacelo gigas, entrambi di aspetto massiccio, con testa e becco grossi; sono carnivori e si cibano d'insetti e di rettili""]","['koo', 'ka', 'bur', 'ra']",kookabùrra, /kookaˈburra/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kookaburra100
kore,"[""STORIA  --  nell'antica Grecia, statua votiva o funeraria, tipica della scultura arcaica, raffigurante una fanciulla in piedi o a mezzo busto con il capo ammantato e la mano alzata; plurale korai; è il corrispondente femminile del kouros""]","['ko', 're']",kòre, /ˈkɔre/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kore100
kosher,['RELIGIONE  --  variante grafica di kasher'],"['ko', 'sher']",kosher, /koʃˈʃɛr/,['aggettivo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kosher100
koto,"['MUSICA VOCE GIAPPONESE  --   strumento giapponese simile a una cetra a tredici corde lunga sino a 2 metri, che si suona con la cassa armonica appoggiata per terra']","['ko', 'to']",kòto, /ˈkɔto/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=koto100
kouros,"['STORIA  --  nella Grecia arcaica, statua votiva o funeraria raffigurante un giovane in piedi nudo, è il corrispondente maschile della kòre']","['kou', 'ros']",kouros, /ˈkuros/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kouros100
kraal,"[""ETNOLOGIA  --  tipo di insediamento tipico dell'Africa meridionale, costituito da capanne ad alveare disposte a cerchio o a ferro di cavallo intorno al recinto del bestiame; anche il recinto stesso""]",['kraal'],kraal, /ˈkral/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kraal100
krapfen,['GASTRONOMIA VOCE TEDESCA  --   frittella rigonfia di pasta dolce lievitata ripiena di crema o marmellata di forma tondeggiante o di ciambella e spolverata di zucchero; bombolone'],"['krap', 'fen']",krapfen," /ˈkrafen/, /ˈkrapfen/",['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=krapfen100
krarupizzazione,"[""TELECOMUNICAZIONI  --  operazione che consiste nell'avvolgere i cavi telefonici con filo o nastro ferromagnetico o altro materiale ad alta permeabilità magnetica per aumentarne l'induttanza ed distribuita al loro interno, evitare distorsioni di ampiezza del segnale""]","['kra', 'ru', 'piz', 'za', 'zio', 'ne']",krarupizzazióne, /krarupiddzatˈtsjone/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=krarupizzazione100
krill,"[""ZOOLOGIA VOCE NORVEGESE  --   concentrazione di crostacei planctonici minuscoli, specialmente degli Eufausiacei, che nei mari glaciali costituisce l'alimento principale delle balene""]",['krill'],krill, /ˈkril/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=krill100
kripton,['CHIMICA  --  variante grafica di cripto'],"['krip', 'ton']",krìpton, /ˈkripton/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kripton100
kris,['ARMI  --  variante grafica di kriss'],['kris'],kris, /ˈkris/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kris100
kriss,"[""pugnale malese a due tagli, generalmente con lama ondulata, spesso bimetalica, tipico dell'Indonesia e della Malesia""]",['kriss'],kriss, /ˈkris/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kriss100
kristiania,['SPORT  --  variante grafica di cristiania'],"['kri', 'stia', 'nia']",kristiània, /krisˈtjanja/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kristiania100
krug,['VOCE TEDESCA  --  tipico boccale da birra in terracotta con manico e coperchio di metallo'],['krug'],krug, /ˈkrug/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=krug100
krypton,['CHIMICA  --  variante grafica di cripto'],"['kryp', 'ton']",krýpton, /ˈkripton/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=krypton100
ksi,"['LINGUISTICA  --  variante grafica di csi', 'FISICA  --  variante grafica di csi']",['ksi'],ksi, /ˈksi/,"['sostantivo maschile e femminile', 'simbolo']",[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=ksi100
kulak,"[""STORIA VOCE RUSSA  --   nella Russia zarista e nei primi periodi dell'era sovietica precedenti la collettivizzazione, contadino arricchito e divenuto proprietario terriero con braccianti alle sue dipendenze""]","['ku', 'lak']",kulak, /kuˈlak/,['sostantivo maschile e femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kulak100
kungfu,"['SPORT VOCE GIAPPONESE  --   arte marziale derivata dal karate, ma molto più violenta', ""CINEMA VOCE GIAPPONESE  --   detto di genere cinematografico di consumo, in cui lo sfoggio di quest'arte marziale costituisce l'elemento centrale; sono andato a vedere un film di kung-fu; anche in funzione appositiva un film kung-fu""]",['kungfu'],kung fu, /kungˈfu/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kungfu100
kuros,['STORIA  --  variante grafica di kouros'],"['ku', 'ros']",kùros, /ˈkuros/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kuros100
kursaal,"['VOCE TEDESCA  --  complesso architettonico o edificio adibito a luogo di ritrovo mondano, stabilimento termale, albergo, sala da gioco, albergo, sala da ballo e simili, specialmente in località turistiche']","['kur', 'saal']",kursaal, /ˈkursal/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kursaal100
kuskus,['GASTRONOMIA  --  variante grafica di cuscus'],"['kus', 'kus']",kuskùs, /kusˈkus/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kuskus100
kva,"['ELETTRICITÀ  --  simbolo del chilovoltampere, pari a 1.000 chilovoltampere']",['kva'],kVA," /,kappa,viˈa/",['simbolo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kva100
kw,"['ELETTRICITÀ  --  simbolo del chilowatt, pari a 1,000 Watt']",['kw'],kW," /,kappaˈvu/",['simbolo'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kw100
kylix,['STORIA  --  antica coppa greca per libagioni a due anse con piede sottile e tazza larga'],"['ky', 'lix']",kylix, /ˈkiliks/,['sostantivo femminile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kylix100
kyriale,"['ECCLESIASTICO  --  libro liturgico di canto gregoriano che contiene la musica delle parti invariabili della messa (Kyrie, Gloria, Credo, Sanctus, Agnus Dei)']","['ky', 'ria', 'le']",kyriàle, /kiˈrjale/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kyriale100
kyrie,['ECCLESIASTICO VOCE GRECA  --   ellissi di kyrie eleison'],"['ky', 'rie']",kyrie, /ˈkirje/,['sostantivo maschile'],[],https://www.dizionario-italiano.it/dizionario-italiano.php?parola=kyrie100
